ITEM_CD,ITEM_NM,COURSE_NM,TROBL_TY_NM,BEGIN_TM,END_TM,POSBL_WKDAY_FLAG_CD,COURSE_DETAIL_CN,SUPLI_SLE_AT,SETLE_PRICE
"01","검도","검도 2부",,"181000","190000","1111100","마지막주 금요일은 휴무입니다.
수련비용의 추가 금액은 별도로 결재 부탁드립니다.","N","170000.00000"
"01","검도","해동검도",,"150000","220000","1111100","목검. 가검. 안전검 등을 사용하여 안전하게 진행함.
관비는 지원금 110,000원 + 본인 부담금 20,000원 = 총 130,000원","N","110000.00000"
"01","검도","검도입문및기초",,"200000","213000","1010000",,"N","110000.00000"
"01","검도","대성검도관",,"012000","220000","1111100","1부-1:20~2:10 2부-2:30~3:20 3부-4:30~5:20 4부-6:30~7:20 5부-8:30~9:20
주3회 14만원, 주5회 16만원입니다.","N","110000.00000"
"01","검도","검도기초수련~유단자수련",,"103000","210000","1111100",,"N","110000.00000"
"01","검도","검도(대한검도)",,"180000","220000","1010100","방문상담 후 시설 이용 가능하십니다.
051-305-6070","N","95000.00000"
"01","검도","검도 및 기초운동",,"100000","110000","0000010","유선상담 및 방문상담 후 등록 가능.","N","110000.00000"
"01","검도","검도",,"190000","195000","1111100",,"N","95000.00000"
"01","검도","검도",,"153000","213000","1111100","동인검도관은 안동시장애인검도회입니다.","N","110000.00000"
"01","검도","검도",,"140000","220000","1111100","동인검도관은 안동시장애인검도회입니다.","N","85000.00000"
"01","검도","검도+줄넘기+놀이체육",,"143000","173000","1111100",,"N","110000.00000"
"01","검도","인성 및 검도 기본기, 대련훈련",,"073000","083000","1111100","바우처 결제시 60,000월 별도결제입니다. (수업 일수에 따라 금액 차이가 있습니다)","N","110000.00000"
"01","검도","검도",,"173000","182000","1111100","즐겁고 바르고 사이좋게
검우들 상호친목과 건강유지
본인부담금없음","N","85000.00000"
"01","검도","해동검도",,"150000","200000","0010100",,"N","110000.00000"
"01","검도","감일검도관",,"150000","213000","1010100","주 3일반 장애인스포츠강좌이용권 11만원, 본인부담 5만원","N","110000.00000"
"01","검도","감일검도관",,"190000","200000","1010100","주3일반 스포츠강좌이용95000, 본인부담65000","N","95000.00000"
"01","검도","대동검도관",,"150000","220000","1111111",,"N","110000.00000"
"01","검도","호매실검도관",,"140000","230000","1010100",,"N","120000.00000"
"01","검도","해동검도",,"170000","180000","1111100",,"N","130000.00000"
"01","검도","해동검도( 검법,베기,격검)",,"142000","220000","1111100",,"N","140000.00000"
"01","검도","무기술(쌍절곤, 검)",,"140000","200000","0000100","사회복지사/장애인활동지원사 근무","N","110000.00000"
"01","검도","검도",,"140000","220000","1111100",,"N","95000.00000"
"01","검도","검도",,"020000","220000","1111100",,"N","95000.00000"
"01","검도","검도",,"020000","220000","1111100",,"N","85000.00000"
"01","검도","강무검도관",,"160000","220000","1111100",,"N","100000.00000"
"01","검도","삼봉해동검도",,"140000","223000","1111111",,"N","110000.00000"
"01","검도","창덕 해동검도",,"150000","213000","1111100",,"N","110000.00000"
"01","검도","검도",,"100000","195000","1111100",,"N","110000.00000"
"01","검도","검도",,"163000","173000","1111100",,"N","110000.00000"
"01","검도","검도",,"153000","213000","1111100","동인검도관은 안동시장애인검도회입니다.","N","95000.00000"
"01","검도","검도기본,연격대련",,"160000","210000","1111100",,"N","110000.00000"
"01","검도","검도교실",,"183000","200000","1010100","개인장비(도복,죽도,호구등) 별도구입/
등록시 강사님께 개인 장비 문의요망","N","80000.00000"
"01","검도","외도검도관",,"181000","190000","0000110","상담 후 수련 일정을 정함
수련에 필요한 장비(죽도, 도복, 호구)는 별도 비용이 추가 됩니다.","N","110000.00000"
"01","검도","기본기 , 대련, 검도의 본, 본국검법, 조선세법",,"023000","093000","1111100",,"N","110000.00000"
"01","검도","검도",,"150000","212000","1111100",,"N","110000.00000"
"01","검도","대천검도관",,"150000","203000","1111100",,"N","110000.00000"
"01","검도","검도",,"160000","190000","1111000",,"N","110000.00000"
"01","검도","검도",,"150000","220000","1111100",,"N","85000.00000"
"01","검도","검도교실",,"110000","115000","1000000","만18세 이상 성인장애인

상담 후 등록 가능","N","110000.00000"
"01","검도","택견",,"130000","220000","1111110",,"N","80000.00000"
"01","검도","도원검도관",,"040000","083000","1111100",,"N","110000.00000"
"01","검도","검도",,"093000","213000","1111100","자세한 사항은 상담바랍니다.","N","110000.00000"
"01","검도","검도교실B(성인)",,"200000","202000","0101000","재등록외 수강신청금지(자동취소처리됨) 신규 수강신청시 센터 방문후 전문강사 상담필수, 상담없이 신청시 자동 취소처리됨","N","12830.00000"
"01","검도","검도 및 스포츠",,"130000","203000","1111100","시간 협의가능.  월 수 금 : 점핑스포츠, 교구수업, 에어바운스 등 화 목 : 검도","N","95000.00000"
"01","검도","검도",,"090000","210000","1111100",,"N","110000.00000"
"01","검도","검도",,"160000","165000","0101100",,"N","110000.00000"
"01","검도","검도",,"150000","210000","1111100",,"N","130000.00000"
"01","검도","검도",,"150000","210000","1010100",,"N","140000.00000"
"01","검도","장애인검도교실","지체, 농아, 정신","150000","220000","1111100",,"N","120000.00000"
"01","검도","장애인 검도교실",,"150000","220000","1111110",,"N","120000.00000"
"01","검도","검도/ 줄넘기",,"100000","220000","1111100","추가 비용 발생 할 수 있음(교육비/ 용품비등)","N","110000.00000"
"01","검도","검도(특수체육)기본기 수련",,"140000","220000","1111100",,"N","110000.00000"
"01","검도","검도",,"090000","210000","1111100",,"N","110000.00000"
"01","검도","검도",,"193000","203000","1111100",,"N","140000.00000"
"01","검도","수영(자유수영-월이용)-가임기 여성 어린이",,"000000","000000","1111111","이용안내 및 이용수칙 등 안성시국민체육센터 홈페이지 참조 및  문의전화  (전화:031-651-0741) 
연령기준
-. 경로자:만65세 이상
-. 청소년:만13세 ~ 만18세 이하
-. 어린이:만 6세 ~ 만12세 이하
-. 가임기여성 : 만10세 ~ 만55세","N","8000.00000"
"01","검도","검도",,"153000","162000","1111100",,"N","110000.00000"
"01","검도","공주검도관 주 3회 이상",,"150000","210000","1111100",,"N","140000.00000"
"01","검도","검도 교실",,"183000","193000","1010100","&quot; 꼭~ 한번 배우고 싶었던 검도! 망설이지 말고 지금 시작하세요.&quot;   

남,녀,노,소 누구나 가능","N","110000.00000"
"01","검도","윤건우검도관",,"100000","120000","0000010",,"N","110000.00000"
"01","검도","검도기본기,본국검법 등",,"160000","220000","0101000","기초과정은 개인지도 기초과정 끝나면 
어울림 수업으로 진행합니다.
(수업시간조정 협의가능)
본인부담금 30,000 입니다.

부가비용
도복(면)한벌60,000원
상의만기능성한벌70,000원
상하의기능성 한벌80,000원

죽도 
초등30,000원
중학이상35,000원

나눔죽도 무료","N","110000.00000"
"01","검도","검도 교실",,"170000","180000","1010100","&quot; 꼭~ 한번 배우고 싶었던 검도! 망설이지 말고 지금 시작하세요.&quot;   

남,녀,노,소 누구나 가능","N","110000.00000"
"01","검도","주5일 수련",,"153000","213000","1111100","검도의 장점
1. 정신적인 면 : 꾸준한 수련을 통해서 인내력, 집중력, 자지 통제력이 향상됩니다. 일상생활에서도 큰 도움이 됩니다.
2. 육체적인 면 : 전신운동 상체와 하체 근육을 균형 있게 사용 발달되며 체력향상에도 도움이 됩니다 심폐기능도 향상 됩니다.
3. 사회적인 면 : 타인과 소통과 협력하며 사회성이 향상되고 팀워크 능력이 증가합니다.

지금 당장 준비 할 부분은 당신의 의지와 실천하는 행동력입니다. 
더 이상 미루지 마시고 지금 바로 문의하세요!
교육상담 051-916-5179","N","180000.00000"
"01","검도","검도교실",,"153000","203000","1111100",,"N","110000.00000"
"01","검도","검도기본기,본국검법 등",,"160000","210000","1010100","기초과정은 개인지도 기초과정 끝나면 
어울림 수업으로 진행합니다.
(수업시간조정 협의가능)
본인부담금 40,000원 입니다

부가비용
도복(면)한벌60,000원
상의만기능성한벌70,000원
상하의기능성 한벌80,000원

죽도 
초등30,000원
중학이상35,000원

나눔죽도 무료","N","110000.00000"
"01","검도","주3일 수련",,"153000","213000","1010100","검도의 장점
1. 정신적인 면 : 꾸준한 수련을 통해서 인내력, 집중력, 자지 통제력이 향상됩니다. 일상생활에서도 큰 도움이 됩니다.
2. 육체적인 면 : 전신운동 상체와 하체 근육을 균형 있게 사용 발달되며 체력향상에도 도움이 됩니다 심폐기능도 향상 됩니다.
3. 사회적인 면 : 타인과 소통과 협력하며 사회성이 향상되고 팀워크 능력이 증가합니다.

지금 당장 준비 할 부분은 당신의 의지와 실천하는 행동력입니다. 
더 이상 미루지 마시고 지금 바로 문의하세요!
교육상담 051-916-5179","N","160000.00000"
"01","검도","온가족 할인",,"153000","213000","1111100","검도의 장점 1. 정신적인 면 : 꾸준한 수련을 통해서 인내력, 집중력, 자지 통제력이 향상됩니다. 일상생활에서도 큰 도움이 됩니다. 2. 육체적인 면 : 전신운동 상체와 하체 근육을 균형 있게 사용 발달되며 체력향상에도 도움이 됩니다 심폐기능도 향상 됩니다. 3. 사회적인 면 : 타인과 소통과 협력하며 사회성이 향상되고 팀워크 능력이 증가합니다.  지금 당장 준비 할 부분은 당신의 의지와 실천하는 행동력입니다.  더 이상 미루지 마시고 지금 바로 문의하세요! 교육상담 051-916-5179","N","150000.00000"
"01","검도","온가족 할인",,"153000","213000","1010100","검도의 장점
1. 정신적인 면 : 꾸준한 수련을 통해서 인내력, 집중력, 자지 통제력이 향상됩니다. 일상생활에서도 큰 도움이 됩니다.
2. 육체적인 면 : 전신운동 상체와 하체 근육을 균형 있게 사용 발달되며 체력향상에도 도움이 됩니다 심폐기능도 향상 됩니다.
3. 사회적인 면 : 타인과 소통과 협력하며 사회성이 향상되고 팀워크 능력이 증가합니다.

지금 당장 준비 할 부분은 당신의 의지와 실천하는 행동력입니다. 
더 이상 미루지 마시고 지금 바로 문의하세요!
교육상담 051-916-5179","N","130000.00000"
"01","검도","검도수업",,"110000","120000","0000010","수업시간 상의후 수강","N","85000.00000"
"01","검도","경남중앙검도장",,"170000","213000","1111100",,"N","150000.00000"
"01","검도","검도",,"150000","203000","1111100",,"N","110000.00000"
"01","검도","경남중앙검도장",,"170000","213000","1111100","체조,기본기,기술연습,상호 시합연습","N","150000.00000"
"01","검도","8시부",,"200000","210000","1111000","성실지도 하겠습니다.","N","110000.00000"
"01","검도","검도교실",,"024000","220000","1111111",,"N","110000.00000"
"01","검도","검도교실",,"150000","160000","1111100",,"N","140000.00000"
"01","검도","검도교실",,"180000","190000","1111100",,"N","140000.00000"
"01","검도","검도교실",,"163000","173000","1111100",,"N","140000.00000"
"01","검도","검도",,"140000","213000","1111100",,"N","150000.00000"
"01","검도","검도",,"191000","210000","1010100",,"N","140000.00000"
"01","검도","아라해동검도•검무예",,"023000","092000","1111100",,"N","110000.00000"
"01","검도","검도",,"152000","213000","1010100",,"N","110000.00000"
"01","검도","검도",,"110000","213000","1111100",,"N","95000.00000"
"01","검도","몸과마음을 수련하는 평생검도!",,"193000","203000","1010100",,"N","100000.00000"
"01","검도","성인 검도",,"200000","213000","1111110",,"N","150000.00000"
"01","검도","검도교실","지적","173000","183000","1111100",,"N","100000.00000"
"01","검도","검도",,"153000","210000","1111100","월회비 13만원(지원금 11만원 + 자기부담금 2만원) // 수련시간 상담 환영","N","110000.00000"
"01","검도","검도",,"152000","220000","1111100",,"N","110000.00000"
"01","검도","검도수업",,"140000","220000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"100000","140000","0101000",,"N","100000.00000"
"01","검도","해동검도",,"110000","123000","0000010",,"N","80000.00000"
"01","검도","검도 2024",,"151000","223000","1111100",,"N","110000.00000"
"01","검도","검도교실",,"143000","153000","1111100",,"N","100000.00000"
"01","검도","검도교실",,"155000","165000","1111100",,"N","100000.00000"
"01","검도","해동검도",,"143000","203000","1111100",,"N","110000.00000"
"01","검도","해동검도 중랑천무관",,"152000","211000","1111100",,"N","110000.00000"
"01","검도","해동검도, 삼단봉 (성인부)",,"150000","220000","1010100","꼭 대면,비대면 상담 후 결제 부탁드립니다,","N","110000.00000"
"01","검도","검도교실",,"060000","070000","1011100",,"N","100000.00000"
"01","검도","초 중 고 검도","지적장애","150000","200000","1010100",,"N","150000.00000"
"01","검도","검도",,"110000","200000","1010100",,"N","95000.00000"
"01","검도","검도",,"120000","223000","1111100","한 달 총:160000원,본인부담금:50000원","N","110000.00000"
"01","검도","해동검도",,"150000","211000","1111100",,"N","110000.00000"
"01","검도","검도",,"160000","170000","1111100",,"N","95000.00000"
"01","검도","한밭검도관",,"153000","210000","1111100",,"N","140000.00000"
"01","검도","해동검도 다사도장 형제전용",,"132000","210000","1111100",,"N","120000.00000"
"01","검도","해동검도 주2회",,"132000","210000","1111100",,"N","110000.00000"
"01","검도","해동검도 다사도장 주 5회",,"132000","210000","1111100",,"N","140000.00000"
"01","검도","해동검도",,"140000","205000","1111100",,"N","110000.00000"
"01","검도","해동검도 주4회",,"132000","210000","1111100",,"N","130000.00000"
"01","검도","해동검도",,"150000","223000","1111100","화명동에 위치한 해동검도 전문도장 입니다.
영산대학교 동양무예학과 교수가 지도하는 체육전문 도장입니다.","N","110000.00000"
"01","검도","해동검도, 경찰합기도",,"183000","193000","1111100","가벼운 스트레칭과 유산소운동, 근력운동을 기본으로 하여 수업하고 있습니다.","N","110000.00000"
"01","검도","해동검도",,"143000","200000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"100000","140000","0101000",,"N","100000.00000"
"01","검도","해동검도",,"130000","201000","1111100",,"N","110000.00000"
"01","검도","해동검도서산본관",,"143000","211000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"140000","210000","1111100",,"N","110000.00000"
"01","검도","검도",,"143000","221000","1111100",,"N","85000.00000"
"01","검도","격검",,"153000","203000","0101000","본 검도장은 주 3일 수련을 합니다. 궁금한 사항은 문자나 전화 주십시오. 051-208-3155 휴대폰 010-3580-3055","N","110000.00000"
"01","검도","해동검도",,"150000","193000","1111100",,"N","110000.00000"
"01","검도","검법","지적장애","153000","203000","1111100","본 검도장은 주 3일 수련을 합니다. 궁금한 사항은 문자나 전화 주십시오. 
051-208-3155  휴대폰 010-3580-3055","N","160000.00000"
"01","검도","해동검도",,"153000","203000","1010100","본 검도장은 주 3일 수련을 합니다. 궁금한 사항은 문자나 전화 주십시오. 051-208-3155 휴대폰 010-3580-3055","N","150000.00000"
"01","검도","해동검도",,"140000","210000","1111100","자부담 금액은 40,000원입니다.","N","110000.00000"
"01","검도","해동검도",,"153000","210000","1111100",,"N","150000.00000"
"01","검도","해동검도",,"153000","203000","1111100",,"N","160000.00000"
"01","검도","융합스포츠 예능교실",,"163000","180000","0000001","※매주 일요일 교육!  ※모집대상 ☞ 발달장애  ※오후 4시 30분 ~6시까지(90분)

무도(검도,합기도)를 기반으로 다양한 예체능교육! 대한민국 최고의 전,현직 교수진 &amp; 전문 강사진! 
무도+레크리에이션 스포츠(배드민턴)+드론+미술+스피치 외 다양한 전문교육 프로그램을 통해 즐겁고 건강하고 행복한 교육!
장애인 카드로 결제(110,000원)시 차액 현금 추가결제 ※가입시 상담필수!","N","110000.00000"
"01","검도","안산장애인 건강검도 예능교실",,"163000","180000","0000001","※대한민국 최초! 장애인 융합무도(검 도+합기도)  &amp;  드론 + 그림(심리치료) + 스피치교육!   
※무도(검도,합기도)를 기반으로 한 다양한 예체능 교육! 대한민국 최고의 전,현직 교수진 &amp; 전문 강사진! 

무도+레크리에이션 스포츠+드론+미술(심리치료)+스피치(자신감함양) 외 다양한 전문교육 프로그램을 통해 즐겁고 건강하고 행복한 교육! ☞장애인 카드결제(110,000원+추가 교육비 발생!)  ※가입시 상담 필수!","N","110000.00000"
"01","검도","해동검도",,"153000","210000","1111110",,"N","110000.00000"
"01","검도","해동검도",,"140000","210000","1111100",,"N","200000.00000"
"01","검도","해동검도",,"140000","220000","1010100",,"N","85000.00000"
"01","검도","해동검도 특공무술",,"150000","200000","1111100",,"N","150000.00000"
"01","검도","해동검도 이도도남도장 검도수련",,"143000","193000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"153000","203000","1111100",,"N","170000.00000"
"01","검도","해동검도",,"163000","172000","1111100",,"N","140000.00000"
"01","검도","해동검도, 삼단봉 (성인부)",,"203000","213000","1111100","난이도를 조절하면서 수련이 가능하지만, 장애 정도에 따라 수업이 어려울 수 있으니 강좌 신청전 반드시 상담 후 신청해주세요!","N","130000.00000"
"01","검도","효성검도관",,"100000","110000","0000010","타인에게 피해가 갈 경우 수강이 취소될수있으며,
코로나19로 인해 강좌시간이 변동될 수 있음을 알립니다.","N","95000.00000"
"01","검도","해동검도",,"150000","211000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"133000","202000","1111100",,"N","110000.00000"
"01","검도","해동검도",,"100000","110000","1111100",,"N","160000.00000"
"01","검도","검도",,"110000","190000","1011000",,"N","100000.00000"
"01","검도","검도",,"110000","200000","1010100",,"N","85000.00000"
"01","검도","한밭검도관",,"150000","210000","1111100",,"N","150000.00000"
"01","검도","검도",,"110000","210000","1010100",,"N","85000.00000"
"01","검도","해동검도",,"140000","220000","1010100",,"N","110000.00000"
"01","검도","해동검도",,"140000","220000","1010100",,"N","95000.00000"
"01","검도","해동검도",,"140000","220000","1010100",,"N","85000.00000"
"01","검도","해동검도",,"020000","215000","1010100",,"N","95000.00000"
"01","검도","해동검도죽립도장",,"150000","202000","1111100",,"N","110000.00000"
"01","검도","검도(운동심리)",,"163000","175000","1111100","*모든 강좌는 코로나19 상황을 고려 하여 1:1 혹은, 소그룹(3~4인) 맞춤형으로 수업합니다. 

*강좌 유형은 선택 가능하시고 유형에 따라 수강료가 상이해 집니다.

 *수업에 필요한 개인용품(도복,죽도 )은 개별 준비해야 됩니다

1.검 도: .(9.5만원). 2.운동심리&amp; 검도:(2.5만원).3.운동심리&amp;심리상담치료(3.5만원)

---------------------------
*비대면 강좌로 진행 될 시 수업운영 안내 입니다

*유선 및 화상을 통해 강사의 시범과 안내를 따라 개별 진도 상황에 맞는 수업으로 진행하게 됩니다.

*수업시간 및 요일은 비대면 수업 진행이 이뤄 지기 전 유선을 통해 사전 협의가 필요합니다

*수업에 필요한 교구 및 물품은 개인지급된 용품을 활용하고 기타 수업구성에 따라 필요한 교구는 
사전 협의하여 수업전 준비합니다

* 화상수업 시 필요한 강사 연락처(010-6654-9791)","N","140000.00000"
"01","검도","검도",,"163000","180000","1111100","*모든 강좌는 코로나19 상황을 고려 하여 1:1 혹은, 소그룹(3~4인) 맞춤형으로 수업합니다. 

*강좌 유형은 선택 가능하시고 유형에 따라 수강료가 상이해 집니다.

 *수업에 필요한 개인용품(도복,죽도 )은 개별 준비해야 됩니다

1.검 도: .(8.5만원). 2.운동심리&amp; 검도:(15만원).3.운동심리&amp;심리상담치료(25만원)

---------------------------
*비대면 강좌로 진행 될 시 수업운영 안내 입니다

*유선 및 화상을 통해 강사의 시범과 안내를 따라 개별 진도 상황에 맞는 수업으로 진행하게 됩니다.

*수업시간 및 요일은 비대면 수업 진행이 이뤄 지기 전 유선을 통해 사전 협의가 필요합니다

*수업에 필요한 교구 및 물품은 개인지급된 용품을 활용하고 기타 수업구성에 따라 필요한 교구는 
사전 협의하여 수업전 준비합니다

* 화상수업 시 필요한 강사 연락처(010-6654-9791)","N","95000.00000"
"01","검도","해동검도",,"210000","220000","0011100","안전한 수업을 위해 1:1 수업을 진행하고 있고 등, 하원 차량을 운영중.","N","100000.00000"
"01","검도","해동검도",,"141000","181000","1111111",,"N","110000.00000"
"01","검도","해동검도95000",,"153000","213000","1111100",,"N","95000.00000"
"01","검도","해동검도",,"153000","213000","1111100",,"N","110000.00000"
"01","검도","검도교실",,"110000","200000","1010100",,"N","85000.00000"
"01","검도","해동검도",,"150000","160000","1010100",,"N","80000.00000"
"01","검도","검도 검법",,"160000","203000","1111100",,"N","110000.00000"
"01","검도","검도",,"140000","220000","1111111","수련비용의 추가 금액은 별도로 결재 부탁드립니다.","N","110000.00000"
"01","검도","검도수업","지적3급","100000","210000","1111100","주3회","N","130000.00000"
"02","골프","스크린타석자유이용권",,"090000","220000","1111111",,"N","110000.00000"
"02","골프","스크린골프이용권",,"090000","220000","1111111",,"N","88000.00000"
"02","골프","스크린골프이용권",,"090000","220000","1111111",,"N","33000.00000"
"02","골프","스크린골프이용권",,"090000","220000","1111111",,"N","63000.00000"
"02","골프","스크린골프이용권",,"090000","220000","1111111",,"N","95000.00000"
"02","골프","파크골프 레슨",,"100000","120000","0101000",,"N","110000.00000"
"02","골프","골프",,"060000","235500","1111111",,"N","110000.00000"
"02","골프","골프 원포인트 레슨 1회권",,"120000","130000","0000010","개인 클럽, 골프화, 장갑은 필수로 챙겨오셔야 합니다.","N","110000.00000"
"02","골프","골프",,"180000","190000","1010100","골프 스윙에 필요한 복장과 발목부상을 예방하는 골프화와 골프장갑은 본인이 꼭 준비하여 주셔야 됩니다","N","160000.00000"
"02","골프","파크골프",,"100000","180000","1111100",,"N","110000.00000"
